      0.00000000      0.00000000      1.00000000
      0.31415927      0.30398521      0.90309489
      0.62831855      0.54905522      0.63076717
      0.94247776      0.68759358      0.23583268
      1.25663710      0.69265199     -0.20505740
      1.57079625      0.56319582     -0.60629857
      1.88495553      0.32431319     -0.88995171
      2.19911480      0.02235335     -1.00088346
      2.51327419     -0.28406680     -0.91748321
      2.82743335     -0.53544092     -0.65587050
      3.14159250     -0.68292969     -0.26678053
      3.45575190     -0.69784784      0.17427291
      3.76991105     -0.57724631      0.58165592
      4.08407021     -0.34449306      0.87623930
      4.39822960     -0.04474612      1.00076962
      4.71238899      0.26380941      0.93099505
      5.02654839      0.52125394      0.68038857
      5.34070730      0.67756981      0.29754907
      5.65486670      0.70236081     -0.14322770
      5.96902609      0.59075969     -0.55636322
      6.28318501      0.36438578     -0.86161339
