  -3.1415927410125732       -2.5063329160102210     
  -3.1414926052093506       -2.5061897874002477     
  -3.1413927078247070       -2.5060470091676237     
  -3.1412925720214844       -2.5059038997925782     
  -3.1411926746368408       -2.5057611407475653     
  -3.1410925388336182       -2.5056180506044008     
  -3.1409926414489746       -2.5054753107439587     
  -3.1408927440643311       -2.5053325804632309     
  -3.1407926082611084       -2.5051895191507163     
  -3.1406927108764648       -2.5050468080500008     
  -3.1405925750732422       -2.5049037659617523     
  -3.1404926776885986       -2.5047610740380120     
  -3.1403925418853760       -2.5046180511709828     
  -3.1402926445007324       -2.5044753784211773     
  -3.1401927471160889       -2.5043327152457762     
  -3.1400926113128662       -2.5041897211934141     
  -3.1399927139282227       -2.5040470771873928     
  -3.1398925781250000       -2.5039041023486392     
  -3.1397926807403564       -2.5037614775089607     
  -3.1396925449371338       -2.5036185218807705     
  -3.1395926475524902       -2.5034759162043976     
  -3.1394927501678467       -2.5033333200971200     
  -3.1393926143646240       -2.5031903932676225     
  -3.1392927169799805       -2.5030478163190972     
  -3.1391925811767578       -2.5029049086925559     
  -3.1390926837921143       -2.5027623508997476     
  -3.1389925479888916       -2.5026194624731191     
  -3.1388926506042480       -2.5024769238329911     
  -3.1387927532196045       -2.5023343947566534     
  -3.1386926174163818       -2.5021915351127504     
  -3.1385927200317383       -2.5020490251845429     
  -3.1384925842285156       -2.5019061847329489     
  -3.1383926868438721       -2.5017636939498362     
  -3.1382925510406494       -2.5016208726875089     
  -3.1381926536560059       -2.5014784010464592     
  -3.1380925178527832       -2.5013355989703574     
  -3.1379926204681396       -2.5011931464683346     
  -3.1378927230834961       -2.5010507035232843     
  -3.1377925872802734       -2.5009079302093897     
  -3.1376926898956299       -2.5007655063988192     
  -3.1375925540924072       -2.5006227522635518     
  -3.1374926567077637       -2.5004803475844279     
  -3.1373925209045410       -2.5003376126247483     
  -3.1372926235198975       -2.5001952270740389     
  -3.1371927261352539       -2.5000528510750031     
  -3.1370925903320312       -2.4999101448615813     
  -3.1369926929473877       -2.4997677879864142     
  -3.1368925571441650       -2.4996251009409840     
  -3.1367926597595215       -2.4994827631866552     
  -3.1366925239562988       -2.4993400953061786     
  -3.1365926265716553       -2.4991977766696563     
  -3.1364927291870117       -2.4990554675795105     
  -3.1363925933837891       -2.4989128284293507     
  -3.1362926959991455       -2.4987705384524688     
  -3.1361925601959229       -2.4986279184596705     
  -3.1360926628112793       -2.4984856475930228     
  -3.1359925270080566       -2.4983430467545498     
  -3.1358926296234131       -2.4982007949951064     
  -3.1357927322387695       -2.4980585527767447     
  -3.1356925964355469       -2.4979159806526550     
  -3.1355926990509033       -2.4977737575369567     
  -3.1354925632476807       -2.4976312045596045     
  -3.1353926658630371       -2.4974890005435411     
  -3.1352925300598145       -2.4973464667098906     
  -3.1351926326751709       -2.4972042817904359     
  -3.1350927352905273       -2.4970621064067706     
  -3.1349925994873047       -2.4969196012715775     
  -3.1348927021026611       -2.4967774449799807     
  -3.1347925662994385       -2.4966349589809047     
  -3.1346926689147949       -2.4964928217783506     
  -3.1345925331115723       -2.4963503549123582     
  -3.1344926357269287       -2.4962082367958187     
  -3.1343927383422852       -2.4960661282097809     
  -3.1342926025390625       -2.4959236900263280     
  -3.1341927051544189       -2.4957816005217688     
  -3.1340925693511963       -2.4956391814638197     
  -3.1339926719665527       -2.4954971110377135     
  -3.1338925361633301       -2.4953547111022347     
  -3.1337926387786865       -2.4952126597515583     
  -3.1336927413940430       -2.4950706179260957     
  -3.1335926055908203       -2.4949282466572464     
  -3.1334927082061768       -2.4947862239026777     
  -3.1333925724029541       -2.4946438717487225     
  -3.1332926750183105       -2.4945018680620246     
  -3.1331925392150879       -2.4943595350199326     
  -3.1330926418304443       -2.4942175503980817     
  -3.1329927444458008       -2.4940755752961610     
  -3.1328926086425781       -2.4939332709047966     
  -3.1327927112579346       -2.4937913148631909     
  -3.1326925754547119       -2.4936490295761162     
  -3.1325926780700684       -2.4935070925918033     
  -3.1324925422668457       -2.4933648264059891     
  -3.1323926448822021       -2.4932229084759467     
  -3.1322927474975586       -2.4930810000605530     
  -3.1321926116943359       -2.4929387625095716     
  -3.1320927143096924       -2.4927968731439183     
  -3.1319925785064697       -2.4926546546866279     
  -3.1318926811218262       -2.4925127843676953     
  -3.1317925453186035       -2.4923705850010687     
  -3.1316926479339600       -2.4922287337258346     
  -3.1315927505493164       -2.4920868919599708     
  -3.1314926147460938       -2.4919447212122905     
  -3.1313927173614502       -2.4918028984855982     
  -3.1312925815582275       -2.4916607468210152     
  -3.1311926841735840       -2.4915189431304756     
  -3.1310925483703613       -2.4913768105459635     
  -3.1309926509857178       -2.4912350258885576     
  -3.1308927536010742       -2.4910932507352448     
  -3.1307926177978516       -2.4909511467537997     
  -3.1306927204132080       -2.4908093906290945     
  -3.1305925846099854       -2.4906673057201592     
  -3.1304926872253418       -2.4905255686210439     
  -3.1303925514221191       -2.4903835027815933     
  -3.1302926540374756       -2.4902417847050504     
  -3.1301925182342529       -2.4900997379320602     
  -3.1300926208496094       -2.4899580388750726     
  -3.1299927234649658       -2.4898163493153986     
  -3.1298925876617432       -2.4896743311250700     
  -3.1297926902770996       -2.4895326605804287     
  -3.1296925544738770       -2.4893906614490029     
  -3.1295926570892334       -2.4892490099163784     
  -3.1294925212860107       -2.4891070298408322     
  -3.1293926239013672       -2.4889653973172088     
